deaths,cases,Country,Date
1,4,United States of America,31/08/15
,3151,Liberia,31/08/15
,1,United Kingdom,31/08/15
,1,Italy,01/09/15
,3151,Liberia,01/09/15
1,4,United States of America,01/09/15
2077,3337,Guinea,01/09/15
2,6,Liberia 2,01/09/15
0,1,Senegal,01/09/15
0,1,Spain,01/09/15
3587,8698,Sierra Leone,01/09/15
,7,Mali,01/09/15
,1,United Kingdom,01/09/15
7,19,Nigeria,01/09/15
1,4,United States of America,02/09/15
2,6,Liberia 2,02/09/15
,3151,Liberia,02/09/15
,1,Italy,02/09/15
,7,Mali,02/09/15
3587,8698,Sierra Leone,02/09/15
2077,3337,Guinea,02/09/15
0,1,Spain,02/09/15
0,1,Senegal,02/09/15
,1,United Kingdom,02/09/15
7,19,Nigeria,02/09/15
,3151,Liberia,03/09/15
2077,3338,Guinea,03/09/15
0,1,Senegal,03/09/15
2,6,Liberia 2,03/09/15
0,1,Spain,03/09/15
,1,United Kingdom,03/09/15
,7,Mali,03/09/15
3587,8698,Sierra Leone,03/09/15
1,4,United States of America,03/09/15
,1,Italy,03/09/15
7,19,Nigeria,03/09/15
0,1,Spain,04/09/15
1,4,United States of America,04/09/15
0,1,Senegal,04/09/15
3587,8698,Sierra Leone,04/09/15
,1,United Kingdom,04/09/15
7,19,Nigeria,04/09/15
2,6,Liberia 2,04/09/15
,3151,Liberia,04/09/15
2077,3338,Guinea,04/09/15
,1,Italy,04/09/15
,7,Mali,04/09/15
7,19,Nigeria,07/09/15
1,4,United States of America,07/09/15
3587,8699,Sierra Leone,07/09/15
2,6,Liberia 2,07/09/15
0,1,Spain,07/09/15
2078,3338,Guinea,07/09/15
,1,United Kingdom,07/09/15
,3151,Liberia,07/09/15
,1,Italy,07/09/15
0,1,Senegal,07/09/15
,7,Mali,07/09/15
0,1,Senegal,08/09/15
2078,3338,Guinea,08/09/15
7,19,Nigeria,08/09/15
1,4,United States of America,08/09/15
2,6,Liberia 2,08/09/15
3587,8699,Sierra Leone,08/09/15
,3151,Liberia,08/09/15
0,1,Spain,08/09/15
,1,United Kingdom,08/09/15
,7,Mali,08/09/15
,1,Italy,08/09/15
1,4,United States of America,09/09/15
7,19,Nigeria,09/09/15
,7,Mali,09/09/15
,3151,Liberia,09/09/15
3587,8699,Sierra Leone,09/09/15
2078,3338,Guinea,09/09/15
,1,Italy,09/09/15
0,1,Spain,09/09/15
0,1,Senegal,09/09/15
,1,United Kingdom,09/09/15
2,6,Liberia 2,09/09/15
1,4,United States of America,10/09/15
,1,Italy,10/09/15
0,1,Senegal,10/09/15
2078,3338,Guinea,10/09/15
7,19,Nigeria,10/09/15
0,1,Spain,10/09/15
,1,United Kingdom,10/09/15
2,6,Liberia 2,10/09/15
,7,Mali,10/09/15
,3151,Liberia,10/09/15
3587,8702,Sierra Leone,10/09/15
7,19,Nigeria,11/09/15
,1,United Kingdom,11/09/15
3587,8703,Sierra Leone,11/09/15
,1,Italy,11/09/15
0,1,Spain,11/09/15
0,1,Senegal,11/09/15
,7,Mali,11/09/15
2078,3338,Guinea,11/09/15
,3151,Liberia,11/09/15
2,6,Liberia 2,11/09/15
1,4,United States of America,11/09/15
,1,United Kingdom,14/09/15
,7,Mali,14/09/15
2,6,Liberia 2,14/09/15
1,4,United States of America,14/09/15
2078,3338,Guinea,14/09/15
0,1,Senegal,14/09/15
,3151,Liberia,14/09/15
0,1,Spain,14/09/15
7,19,Nigeria,14/09/15
,1,Italy,14/09/15
3587,8703,Sierra Leone,14/09/15
3587,8704,Sierra Leone,15/09/15
,1,Italy,15/09/15
,1,United Kingdom,15/09/15
7,19,Nigeria,15/09/15
2,6,Liberia 2,15/09/15
2078,3338,Guinea,15/09/15
1,4,United States of America,15/09/15
0,1,Senegal,15/09/15
0,1,Spain,15/09/15
,3151,Liberia,15/09/15
,7,Mali,15/09/15
1,4,United States of America,16/09/15
,1,United Kingdom,16/09/15
7,19,Nigeria,16/09/15
,1,Italy,16/09/15
,3151,Liberia,16/09/15
2,6,Liberia 2,16/09/15
2078,3338,Guinea,16/09/15
0,1,Spain,16/09/15
0,1,Senegal,16/09/15
3587,8704,Sierra Leone,16/09/15
,7,Mali,16/09/15
0,1,Senegal,17/09/15
7,19,Nigeria,17/09/15
2078,3338,Guinea,17/09/15
2,6,Liberia 2,17/09/15
,7,Mali,17/09/15
3589,8704,Sierra Leone,17/09/15
,1,United Kingdom,17/09/15
0,1,Spain,17/09/15
,3151,Liberia,17/09/15
1,4,United States of America,17/09/15
,1,Italy,17/09/15
,3151,Liberia,18/09/15
3589,8704,Sierra Leone,18/09/15
2,6,Liberia 2,18/09/15
0,1,Senegal,18/09/15
2079,3339,Guinea,18/09/15
1,4,United States of America,18/09/15
,7,Mali,18/09/15
0,1,Spain,18/09/15
,1,Italy,18/09/15
7,19,Nigeria,18/09/15
,1,United Kingdom,18/09/15
,1,United Kingdom,21/09/15
0,1,Spain,21/09/15
,1,Italy,21/09/15
,7,Mali,21/09/15
7,19,Nigeria,21/09/15
0,1,Senegal,21/09/15
2079,3340,Guinea,21/09/15
2,6,Liberia 2,21/09/15
3589,8704,Sierra Leone,21/09/15
,3151,Liberia,21/09/15
1,4,United States of America,21/09/15
2079,3340,Guinea,22/09/15
3589,8704,Sierra Leone,22/09/15
1,4,United States of America,22/09/15
,3151,Liberia,22/09/15
,7,Mali,22/09/15
0,1,Senegal,22/09/15
7,19,Nigeria,22/09/15
2,6,Liberia 2,22/09/15
,1,United Kingdom,22/09/15
0,1,Spain,22/09/15
,1,Italy,22/09/15
,3151,Liberia,23/09/15
2079,3340,Guinea,23/09/15
,7,Mali,23/09/15
,1,Italy,23/09/15
0,1,Spain,23/09/15
,1,United Kingdom,23/09/15
0,1,Senegal,23/09/15
1,4,United States of America,23/09/15
7,19,Nigeria,23/09/15
2,6,Liberia 2,23/09/15
3589,8704,Sierra Leone,23/09/15
,7,Mali,24/09/15
0,1,Senegal,24/09/15
7,19,Nigeria,24/09/15
2080,3340,Guinea,24/09/15
,1,Italy,24/09/15
,1,United Kingdom,24/09/15
3589,8704,Sierra Leone,24/09/15
,3151,Liberia,24/09/15
1,4,United States of America,24/09/15
0,1,Spain,24/09/15
2,6,Liberia 2,24/09/15
,1,United Kingdom,25/09/15
,1,Italy,25/09/15
2080,3340,Guinea,25/09/15
1,4,United States of America,25/09/15
7,19,Nigeria,25/09/15
,7,Mali,25/09/15
2,6,Liberia 2,25/09/15
,3151,Liberia,25/09/15
0,1,Senegal,25/09/15
0,1,Spain,25/09/15
3589,8704,Sierra Leone,25/09/15
2,6,Liberia 2,28/09/15
2080,3342,Guinea,28/09/15
,1,United Kingdom,28/09/15
1,4,United States of America,28/09/15
0,1,Spain,28/09/15
,7,Mali,28/09/15
0,1,Senegal,28/09/15
,3151,Liberia,28/09/15
,1,Italy,28/09/15
3589,8704,Sierra Leone,28/09/15
7,19,Nigeria,28/09/15
,3151,Liberia,29/09/15
2080,3344,Guinea,29/09/15
3589,8704,Sierra Leone,29/09/15
0,1,Senegal,29/09/15
,1,United Kingdom,29/09/15
2,6,Liberia 2,29/09/15
,7,Mali,29/09/15
,1,Italy,29/09/15
1,4,United States of America,29/09/15
7,19,Nigeria,29/09/15
0,1,Spain,29/09/15
2080,3344,Guinea,30/09/15
,3151,Liberia,30/09/15
2,6,Liberia 2,30/09/15
7,19,Nigeria,30/09/15
,7,Mali,30/09/15
,1,United Kingdom,30/09/15
,1,Italy,30/09/15
0,1,Spain,30/09/15
1,4,United States of America,30/09/15
3589,8704,Sierra Leone,30/09/15
0,1,Senegal,30/09/15
7,19,Nigeria,01/10/15
2080,3344,Guinea,01/10/15
,1,United Kingdom,01/10/15
2,6,Liberia 2,01/10/15
0,1,Senegal,01/10/15
,1,Italy,01/10/15
0,1,Spain,01/10/15
3589,8704,Sierra Leone,01/10/15
,3151,Liberia,01/10/15
1,4,United States of America,01/10/15
,7,Mali,01/10/15
2,6,Liberia 2,02/10/15
,1,Italy,02/10/15
0,1,Senegal,02/10/15
,7,Mali,02/10/15
,1,United Kingdom,02/10/15
3589,8704,Sierra Leone,02/10/15
1,4,United States of America,02/10/15
0,1,Spain,02/10/15
7,19,Nigeria,02/10/15
,3151,Liberia,02/10/15
2080,3344,Guinea,02/10/15
0,1,Spain,05/10/15
7,19,Nigeria,05/10/15
,7,Mali,05/10/15
,1,Italy,05/10/15
3589,8704,Sierra Leone,05/10/15
2081,3344,Guinea,05/10/15
,3151,Liberia,05/10/15
2,6,Liberia 2,05/10/15
0,1,Senegal,05/10/15
1,4,United States of America,05/10/15
,1,United Kingdom,05/10/15
7,19,Nigeria,06/10/15
1,4,United States of America,06/10/15
,3151,Liberia,06/10/15
,1,United Kingdom,06/10/15
,7,Mali,06/10/15
3589,8704,Sierra Leone,06/10/15
2081,3344,Guinea,06/10/15
2,6,Liberia 2,06/10/15
0,1,Spain,06/10/15
0,1,Senegal,06/10/15
,1,Italy,06/10/15
1,4,United States of America,07/10/15
,1,United Kingdom,07/10/15
0,1,Spain,07/10/15
7,19,Nigeria,07/10/15
,1,Italy,07/10/15
3589,8704,Sierra Leone,07/10/15
2081,3344,Guinea,07/10/15
,3151,Liberia,07/10/15
0,1,Senegal,07/10/15
,7,Mali,07/10/15
2,6,Liberia 2,07/10/15
,7,Mali,08/10/15
,3151,Liberia,08/10/15
,1,United Kingdom,08/10/15
3589,8704,Sierra Leone,08/10/15
,1,Italy,08/10/15
2,6,Liberia 2,08/10/15
0,1,Senegal,08/10/15
0,1,Spain,08/10/15
7,19,Nigeria,08/10/15
2081,3344,Guinea,08/10/15
1,4,United States of America,08/10/15
,7,Mali,09/10/15
,3151,Liberia,09/10/15
,1,United Kingdom,09/10/15
2,6,Liberia 2,09/10/15
3589,8704,Sierra Leone,09/10/15
1,4,United States of America,09/10/15
0,1,Senegal,09/10/15
0,1,Spain,09/10/15
,1,Italy,09/10/15
2081,3344,Guinea,09/10/15
7,19,Nigeria,09/10/15
,1,United Kingdom,13/10/15
7,19,Nigeria,13/10/15
3589,8704,Sierra Leone,13/10/15
,7,Mali,13/10/15
2081,3344,Guinea,13/10/15
,1,Italy,13/10/15
,3151,Liberia,13/10/15
1,4,United States of America,13/10/15
0,1,Spain,13/10/15
0,1,Senegal,13/10/15
2,6,Liberia 2,13/10/15
3589,8704,Sierra Leone,15/10/15
,7,Mali,15/10/15
7,19,Nigeria,15/10/15
2,6,Liberia 2,15/10/15
,3151,Liberia,15/10/15
,1,United Kingdom,15/10/15
,1,Italy,15/10/15
0,1,Spain,15/10/15
0,1,Senegal,15/10/15
1,4,United States of America,15/10/15
2081,3345,Guinea,15/10/15
,7,Mali,16/10/15
3589,8704,Sierra Leone,16/10/15
,1,Italy,16/10/15
2082,3346,Guinea,16/10/15
,1,United Kingdom,16/10/15
7,19,Nigeria,16/10/15
1,4,United States of America,16/10/15
,3151,Liberia,16/10/15
2,6,Liberia 2,16/10/15
0,1,Senegal,16/10/15
0,1,Spain,16/10/15
0,1,Spain,20/10/15
,7,Mali,20/10/15
1,4,United States of America,20/10/15
2,6,Liberia 2,20/10/15
,1,United Kingdom,20/10/15
3589,8704,Sierra Leone,20/10/15
0,1,Senegal,20/10/15
7,19,Nigeria,20/10/15
,3151,Liberia,20/10/15
,1,Italy,20/10/15
2082,3347,Guinea,20/10/15
,7,Mali,22/10/15
0,1,Spain,22/10/15
0,1,Senegal,22/10/15
,1,United Kingdom,22/10/15
7,19,Nigeria,22/10/15
3589,8704,Sierra Leone,22/10/15
,1,Italy,22/10/15
2,6,Liberia 2,22/10/15
2082,3347,Guinea,22/10/15
,3151,Liberia,22/10/15
1,4,United States of America,22/10/15
2,6,Liberia 2,23/10/15
,3151,Liberia,23/10/15
0,1,Spain,23/10/15
1,4,United States of America,23/10/15
,7,Mali,23/10/15
7,19,Nigeria,23/10/15
,1,United Kingdom,23/10/15
,1,Italy,23/10/15
0,1,Senegal,23/10/15
2082,3347,Guinea,23/10/15
3589,8704,Sierra Leone,23/10/15
0,1,Senegal,26/10/15
0,1,Spain,26/10/15
,7,Mali,26/10/15
3589,8704,Sierra Leone,26/10/15
1,4,United States of America,26/10/15
,1,United Kingdom,26/10/15
7,19,Nigeria,26/10/15
,1,Italy,26/10/15
,3151,Liberia,26/10/15
2,6,Liberia 2,26/10/15
2082,3350,Guinea,26/10/15
0,1,Spain,27/10/15
2082,3350,Guinea,27/10/15
2,6,Liberia 2,27/10/15
0,1,Senegal,27/10/15
,1,United Kingdom,27/10/15
,7,Mali,27/10/15
,3151,Liberia,27/10/15
7,19,Nigeria,27/10/15
3589,8704,Sierra Leone,27/10/15
,1,Italy,27/10/15
1,4,United States of America,27/10/15
7,19,Nigeria,29/10/15
,1,United Kingdom,29/10/15
2083,3350,Guinea,29/10/15
0,1,Spain,29/10/15
0,1,Senegal,29/10/15
,1,Italy,29/10/15
1,4,United States of America,29/10/15
,7,Mali,29/10/15
3589,8704,Sierra Leone,29/10/15
,3151,Liberia,29/10/15
2,6,Liberia 2,29/10/15
0,1,Spain,30/10/15
1,4,United States of America,30/10/15
0,1,Senegal,30/10/15
,1,United Kingdom,30/10/15
,7,Mali,30/10/15
2083,3350,Guinea,30/10/15
3589,8704,Sierra Leone,30/10/15
,1,Italy,30/10/15
2,6,Liberia 2,30/10/15
7,19,Nigeria,30/10/15
,3151,Liberia,30/10/15
,3151,Liberia,03/11/15
3589,8704,Sierra Leone,03/11/15
0,1,Spain,03/11/15
0,1,Senegal,03/11/15
,1,United Kingdom,03/11/15
7,19,Nigeria,03/11/15
2,6,Liberia 2,03/11/15
,1,Italy,03/11/15
2083,3351,Guinea,03/11/15
1,4,United States of America,03/11/15
,7,Mali,03/11/15
0,1,Senegal,05/11/15
3589,8704,Sierra Leone,05/11/15
,3151,Liberia,05/11/15
,7,Mali,05/11/15
0,1,Spain,05/11/15
1,4,United States of America,05/11/15
,1,Italy,05/11/15
7,19,Nigeria,05/11/15
,1,United Kingdom,05/11/15
2083,3351,Guinea,05/11/15
2,6,Liberia 2,05/11/15
,3151,Liberia,06/11/15
0,1,Senegal,06/11/15
1,4,United States of America,06/11/15
,7,Mali,06/11/15
,1,Italy,06/11/15
7,19,Nigeria,06/11/15
0,1,Spain,06/11/15
,1,United Kingdom,06/11/15
3589,8704,Sierra Leone,06/11/15
2083,3351,Guinea,06/11/15
2,6,Liberia 2,06/11/15
0,1,Senegal,10/11/15
2083,3351,Guinea,10/11/15
7,19,Nigeria,10/11/15
2,6,Liberia 2,10/11/15
,1,Italy,10/11/15
,7,Mali,10/11/15
,1,United Kingdom,10/11/15
3589,8704,Sierra Leone,10/11/15
,3151,Liberia,10/11/15
1,4,United States of America,10/11/15
0,1,Spain,10/11/15
2083,3351,Guinea,11/11/15
,3151,Liberia,11/11/15
2,6,Liberia 2,11/11/15
7,19,Nigeria,11/11/15
,1,Italy,11/11/15
,7,Mali,11/11/15
3589,8704,Sierra Leone,11/11/15
1,4,United States of America,11/11/15
,1,United Kingdom,11/11/15
0,1,Senegal,11/11/15
0,1,Spain,11/11/15
,1,Italy,12/11/15
,1,United Kingdom,12/11/15
1,4,United States of America,12/11/15
0,1,Spain,12/11/15
3589,8704,Sierra Leone,12/11/15
0,1,Senegal,12/11/15
,7,Mali,12/11/15
2,6,Liberia 2,12/11/15
,3151,Liberia,12/11/15
2083,3351,Guinea,12/11/15
7,19,Nigeria,12/11/15
,7,Mali,16/11/15
0,1,Spain,16/11/15
1,4,United States of America,16/11/15
0,1,Senegal,16/11/15
,3151,Liberia,16/11/15
,1,Italy,16/11/15
7,19,Nigeria,16/11/15
2083,3351,Guinea,16/11/15
,1,United Kingdom,16/11/15
3589,8704,Sierra Leone,16/11/15
2,6,Liberia 2,16/11/15
0,1,Senegal,17/11/15
,3151,Liberia,17/11/15
0,1,Spain,17/11/15
2,6,Liberia 2,17/11/15
2083,3351,Guinea,17/11/15
7,19,Nigeria,17/11/15
,7,Mali,17/11/15
1,4,United States of America,17/11/15
3589,8704,Sierra Leone,17/11/15
,1,Italy,17/11/15
,1,United Kingdom,17/11/15
0,1,Spain,20/11/15
,1,Italy,20/11/15
3589,8704,Sierra Leone,20/11/15
7,19,Nigeria,20/11/15
,7,Mali,20/11/15
0,1,Senegal,20/11/15
,3151,Liberia,20/11/15
1,4,United States of America,20/11/15
2083,3351,Guinea,20/11/15
2,6,Liberia 2,20/11/15
,1,United Kingdom,20/11/15
3589,8704,Sierra Leone,24/11/15
,3151,Liberia,24/11/15
7,19,Nigeria,24/11/15
1,4,United States of America,24/11/15
2083,3351,Guinea,24/11/15
0,1,Spain,24/11/15
0,1,Senegal,24/11/15
,1,United Kingdom,24/11/15
,1,Italy,24/11/15
,7,Mali,24/11/15
2,6,Liberia 2,24/11/15
0,1,Spain,26/11/15
0,1,Senegal,26/11/15
,1,Italy,26/11/15
,7,Mali,26/11/15
2,9,Liberia 2,26/11/15
3589,8704,Sierra Leone,26/11/15
,1,United Kingdom,26/11/15
1,4,United States of America,26/11/15
2083,3351,Guinea,26/11/15
7,19,Nigeria,26/11/15
,3151,Liberia,26/11/15
,3151,Liberia,01/12/15
7,19,Nigeria,01/12/15
1,4,United States of America,01/12/15
,7,Mali,01/12/15
0,1,Spain,01/12/15
0,1,Senegal,01/12/15
2083,3351,Guinea,01/12/15
,1,United Kingdom,01/12/15
,1,Italy,01/12/15
3589,8704,Sierra Leone,01/12/15
2,9,Liberia 2,01/12/15
,3151,Liberia,02/12/15
2083,3351,Guinea,02/12/15
3589,8704,Sierra Leone,02/12/15
0,1,Spain,02/12/15
7,19,Nigeria,02/12/15
3,9,Liberia 2,02/12/15
0,1,Senegal,02/12/15
1,4,United States of America,02/12/15
,7,Mali,02/12/15
,1,Italy,02/12/15
,1,United Kingdom,02/12/15
3,9,Liberia 2,03/12/15
3589,8704,Sierra Leone,03/12/15
0,1,Senegal,03/12/15
,3151,Liberia,03/12/15
7,19,Nigeria,03/12/15
,1,Italy,03/12/15
1,4,United States of America,03/12/15
2083,3351,Guinea,03/12/15
,7,Mali,03/12/15
,1,United Kingdom,03/12/15
0,1,Spain,03/12/15
0,1,Spain,09/12/15
7,19,Nigeria,09/12/15
3589,8704,Sierra Leone,09/12/15
1,4,United States of America,09/12/15
2083,3351,Guinea,09/12/15
,1,Italy,09/12/15
,1,United Kingdom,09/12/15
,3151,Liberia,09/12/15
3,9,Liberia 2,09/12/15
0,1,Senegal,09/12/15
,7,Mali,09/12/15
,1,United Kingdom,10/12/15
3,9,Liberia 2,10/12/15
,1,Italy,10/12/15
7,19,Nigeria,10/12/15
1,4,United States of America,10/12/15
2083,3351,Guinea,10/12/15
,3151,Liberia,10/12/15
0,1,Senegal,10/12/15
,7,Mali,10/12/15
0,1,Spain,10/12/15
3589,8704,Sierra Leone,10/12/15
,3151,Liberia,11/12/15
7,19,Nigeria,11/12/15
2083,3351,Guinea,11/12/15
0,1,Spain,11/12/15
3,9,Liberia 2,11/12/15
1,4,United States of America,11/12/15
,7,Mali,11/12/15
0,1,Senegal,11/12/15
,1,Italy,11/12/15
,1,United Kingdom,11/12/15
3589,8704,Sierra Leone,11/12/15
,1,United Kingdom,15/12/15
1,4,United States of America,15/12/15
0,1,Spain,15/12/15
2083,3351,Guinea,15/12/15
,7,Mali,15/12/15
3589,8704,Sierra Leone,15/12/15
3,9,Liberia 2,15/12/15
,1,Italy,15/12/15
0,1,Senegal,15/12/15
,3151,Liberia,15/12/15
7,19,Nigeria,15/12/15
3,9,Liberia 2,16/12/15
7,19,Nigeria,16/12/15
0,1,Spain,16/12/15
0,1,Senegal,16/12/15
,1,Italy,16/12/15
,7,Mali,16/12/15
2083,3351,Guinea,16/12/15
,3151,Liberia,16/12/15
1,4,United States of America,16/12/15
,1,United Kingdom,16/12/15
3589,8704,Sierra Leone,16/12/15
,1,United Kingdom,17/12/15
2083,3351,Guinea,17/12/15
7,19,Nigeria,17/12/15
,7,Mali,17/12/15
0,1,Senegal,17/12/15
,3151,Liberia,17/12/15
3589,8704,Sierra Leone,17/12/15
1,4,United States of America,17/12/15
0,1,Spain,17/12/15
3,9,Liberia 2,17/12/15
,1,Italy,17/12/15
,1,United Kingdom,22/12/15
,3151,Liberia,22/12/15
3589,8704,Sierra Leone,22/12/15
7,19,Nigeria,22/12/15
0,1,Spain,22/12/15
2083,3351,Guinea,22/12/15
,1,Italy,22/12/15
1,4,United States of America,22/12/15
3,9,Liberia 2,22/12/15
,7,Mali,22/12/15
0,1,Senegal,22/12/15
1,4,United States of America,23/12/15
,3151,Liberia,23/12/15
,1,Italy,23/12/15
3589,8704,Sierra Leone,23/12/15
0,1,Senegal,23/12/15
3,9,Liberia 2,23/12/15
7,19,Nigeria,23/12/15
0,1,Spain,23/12/15
,7,Mali,23/12/15
,1,United Kingdom,23/12/15
2083,3351,Guinea,23/12/15
3,9,Liberia 2,29/12/15
0,1,Spain,29/12/15
7,19,Nigeria,29/12/15
,1,Italy,29/12/15
3589,8704,Sierra Leone,29/12/15
,3151,Liberia,29/12/15
1,4,United States of America,29/12/15
0,1,Senegal,29/12/15
,7,Mali,29/12/15
,1,United Kingdom,29/12/15
2083,3351,Guinea,29/12/15
,7,Mali,23/03/16
1,4,United States of America,23/03/16
0,1,Senegal,23/03/16
2083,3351,Guinea,23/03/16
,1,United Kingdom,23/03/16
7,19,Nigeria,23/03/16
0,1,Spain,23/03/16
3589,8704,Sierra Leone,23/03/16
1,2,Guinea 2,23/03/16
3,9,Liberia 2,23/03/16
,3151,Liberia,23/03/16
,1,Italy,23/03/16
